date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:47:45	2399/2399	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Aug%202022%2023:17:58%20GMT	https://bizbookdirectorytemplate.com/images/icon/whatsapp.png	N:direk/direktori1/bizbookdirectorytemplate.com/images/icon/whatsapp.png	(from https://bizbookdirectorytemplate.com/css/style.css)
16:47:46	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Jul%202021%2015:02:58%20GMT	https://bizbookdirectorytemplate.com/images/list-deta/prop-bg.jpg	N:direk/direktori1/bizbookdirectorytemplate.com/images/list-deta/prop-bg.jpg	(from https://bizbookdirectorytemplate.com/css/style.css)
16:47:47	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Jul%202021%2015:02:58%20GMT	https://bizbookdirectorytemplate.com/images/list-deta/shop-bg.jpg	N:direk/direktori1/bizbookdirectorytemplate.com/images/list-deta/shop-bg.jpg	(from https://bizbookdirectorytemplate.com/css/style.css)
16:47:47	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Jul%202021%2015:02:58%20GMT	https://bizbookdirectorytemplate.com/images/list-deta/auto-bg.jpg	N:direk/direktori1/bizbookdirectorytemplate.com/images/list-deta/auto-bg.jpg	(from https://bizbookdirectorytemplate.com/css/style.css)
16:47:48	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Jul%202021%2015:02:58%20GMT	https://bizbookdirectorytemplate.com/images/profile-bg.jpg	N:direk/direktori1/bizbookdirectorytemplate.com/images/profile-bg.jpg	(from https://bizbookdirectorytemplate.com/css/style.css)
16:47:48	746/746	---M-Z	404	error ('Not%20Found')	text/html	date:Tue,%2027%20Jul%202021%2015:02:58%20GMT	https://bizbookdirectorytemplate.com/images/banner2.jpg	N:direk/direktori1/bizbookdirectorytemplate.com/images/banner2.jpg	(from https://bizbookdirectorytemplate.com/css/style.css)
16:47:52	46851/46851	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Aug%202022%2023:17:48%20GMT	https://bizbookdirectorytemplate.com/images/face.jpg	N:direk/direktori1/bizbookdirectorytemplate.com/images/face.jpg	(from https://bizbookdirectorytemplate.com/css/style.css)
16:48:02	245991/245991	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Aug%202022%2023:17:48%20GMT	https://bizbookdirectorytemplate.com/images/all-list-bg.jpg	N:direk/direktori1/bizbookdirectorytemplate.com/images/all-list-bg.jpg	(from https://bizbookdirectorytemplate.com/css/style.css)
16:48:03	548280/548280	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Aug%202022%2023:17:48%20GMT	https://bizbookdirectorytemplate.com/images/promo.jpg	N:direk/direktori1/bizbookdirectorytemplate.com/images/promo.jpg	(from https://bizbookdirectorytemplate.com/css/style.css)
16:48:03	388586/388586	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Aug%202022%2023:17:48%20GMT	https://bizbookdirectorytemplate.com/images/all-job-bg.jpg	N:direk/direktori1/bizbookdirectorytemplate.com/images/all-job-bg.jpg	(from https://bizbookdirectorytemplate.com/css/style.css)
16:48:03	331059/331059	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Aug%202022%2023:17:48%20GMT	https://bizbookdirectorytemplate.com/images/home-bg.jpg	N:direk/direktori1/bizbookdirectorytemplate.com/images/home-bg.jpg	(from https://bizbookdirectorytemplate.com/css/style.css)
16:48:03	10375/10375	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Aug%202022%2023:17:48%20GMT	https://bizbookdirectorytemplate.com/images/points.png	N:direk/direktori1/bizbookdirectorytemplate.com/images/points.png	(from https://bizbookdirectorytemplate.com/css/style.css)
16:48:03	658/658	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Aug%202022%2023:17:58%20GMT	https://bizbookdirectorytemplate.com/images/icon/next.png	N:direk/direktori1/bizbookdirectorytemplate.com/images/icon/next.png	(from https://bizbookdirectorytemplate.com/css/style.css)
16:48:06	217765/217765	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Aug%202022%2023:17:48%20GMT	https://bizbookdirectorytemplate.com/images/job-banne.png	N:direk/direktori1/bizbookdirectorytemplate.com/images/job-banne.png	(from https://bizbookdirectorytemplate.com/css/style.css)
16:48:07	647109/647109	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Aug%202022%2023:17:48%20GMT	https://bizbookdirectorytemplate.com/images/coupon-bg.png	N:direk/direktori1/bizbookdirectorytemplate.com/images/coupon-bg.png	(from https://bizbookdirectorytemplate.com/css/style.css)
16:48:12	700180/700180	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Aug%202022%2023:17:48%20GMT	https://bizbookdirectorytemplate.com/images/home4.jpg	N:direk/direktori1/bizbookdirectorytemplate.com/images/home4.jpg	(from https://bizbookdirectorytemplate.com/css/style.css)
16:48:13	5350/5350	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Aug%202022%2023:17:56%20GMT	https://bizbookdirectorytemplate.com/images/places/icons/buildings.png	N:direk/direktori1/bizbookdirectorytemplate.com/images/places/icons/buildings.png	(from https://bizbookdirectorytemplate.com/css/style.css)
16:48:13	10841/10841	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Aug%202022%2023:17:56%20GMT	https://bizbookdirectorytemplate.com/images/places/icons/palm-tree.png	N:direk/direktori1/bizbookdirectorytemplate.com/images/places/icons/palm-tree.png	(from https://bizbookdirectorytemplate.com/css/style.css)
16:48:14	538/538	---M--	200	added ('OK')	image/png	date:Sat,%2001%20Oct%202022%2013:58:56%20GMT	https://bizbookdirectorytemplate.com/css/chosen-sprite.png	N:direk/direktori1/bizbookdirectorytemplate.com/css/chosen-sprite.png	(from https://bizbookdirectorytemplate.com/css/style.css)
16:48:14	538/538	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Aug%202022%2023:33:02%20GMT	https://bizbookdirectorytemplate.com/images/chosen-sprite.png	N:direk/direktori1/bizbookdirectorytemplate.com/images/chosen-sprite.png	(from https://bizbookdirectorytemplate.com/css/style.css)
16:48:17	624842/624842	---M--	200	added ('OK')	image/png	date:Sat,%2020%20Aug%202022%2023:17:56%20GMT	https://bizbookdirectorytemplate.com/images/places/banne.png	N:direk/direktori1/bizbookdirectorytemplate.com/images/places/banne.png	(from https://bizbookdirectorytemplate.com/css/style.css)
16:48:35	9488940/9488940	---M--	200	added ('OK')	image/jpeg	date:Sat,%2020%20Aug%202022%2023:17:48%20GMT	https://bizbookdirectorytemplate.com/images/ebook-bg.jpeg	N:direk/direktori1/bizbookdirectorytemplate.com/images/ebook-bg.jpg	(from https://bizbookdirectorytemplate.com/css/style.css)
